红楼梦原文,English Translation
贾芸 一面 走 ， 一面 回头 说 ： “ 不用 ， 我 还有 事 呢 。 ”,"' No thanks , ' said Jia Yun , looking back over his shoulder but continuing to go . ' I have got other business . '"
口里 说话 ， 眼睛 瞧 那丫头 还 站 在 那里 呢 。,"The words were for Tealeaf , but the look whichaccompanied them was directed at the soft-voiced maid , who was still standing there ."
那 贾芸 一径 回来 。 至 次日 ， 来 至 大 门前 ， 可巧 遇见 凤姐 往 那边 去 请安 ， 才 上 了 车 ， 见 贾芸 过来 ， 便 命 人 叫住 ， 隔 着 窗子 笑 道 ： “ 芸儿 ， 你 竟 有 胆子 在 我 跟前 弄鬼 ！,"Jia Yun went back home and returned next day as she had advised . On his way in he ran into Xi-feng outside the main gate . She was about to visit Jia Lian 's parents next door and had just got into her carriage . Seeing Jia Yun , she made her attendants call to him to stop ."
怪 道 你 送 东西 给 我 ， 原来 你 有事 求 我 。,"' Yun ! ' She smiled at him through the window of the carriage . ' You have got a nerve , my lad , playing a trick like that on me !"
昨儿 你 叔叔 才 告诉 我 ， 说 你 求 他 。 ”,I see now why you gave me that present . It is a job you were after . Your Uncle told me yesterday . Apparently you have been on to him about it already . '
贾芸笑 道 ： “ 求 叔叔 的 事 ， 婶娘 别提 ， 我 这里 正 后悔 呢 。,"Jia Yun smiled back ruefully : ' I would rather we did not go into my dealings with Uncle , if you do not mind ! I am beginning to wish I would never spoken to him about it ."
早知 这样 ， 我 一起 头儿 就 求 婶娘 ， 这 会子 早 完 了 ， 谁 承望 叔叔 竟 不能 的 ！ ”,"If I would realized earlier what the situation was , I should have gone straight to you in the first place . I am sure if I had , it would all have been settled long ago . I am afraid Uncle has let me down . '"
凤姐 笑 道 ： “ 哦 ！,' Humph ! ' said Xi-feng .
你 那边 没成 儿 ， 昨儿 又 来 找 我 了 ？ ”,"' So that is why you came to me yesterday , is it ? You would had no success with the husband so you thought you would try your luck with the wife ! '"
贾芸道 ： “ 婶娘 辜负 了 我 的 孝心 。,"' That is most unfair , Auntie ! ' Jia Yun protested ."
我 并 没有 这个 意思 ； 要 有 这个 意思 ， 昨儿 还 不求 婶娘 吗 ？,"It was a purely disinterested present . I was not thinking at all about a job when I gave it to you . If I had been , why do you suppose I did not take the opportunity of asking you about it at the time ?"
如今 婶娘 既 知道 了 ， 我 倒 要 把 叔叔 搁开 ， 少不得 求 婶娘 ， 好歹 疼 我 一点儿 。 ”,"However , since you do now know that I am looking for one , I would like to forget about Uncle and throw myself on your kindness instead . '"
凤姐 冷笑 道 ： “ 你们 要 拣 远道 儿 走 么 ！,"' You have a very devious way of going about things , ' said Xi-feng with a hint of malice in her smile ."
早 告诉 我 一声 儿 ， 多 大 点子 事 ， 还 值得 耽误到 这 会子 ！,Why could not you have spoken up sooner ? A little thing like this is hardly worth so much delay .
那 园子 里 还要 种 树种 花儿 ， 我 正 想 个人 呢 。,"We still need some more trees and shrubs planted in the garden , and I have been trying to think of someone to do the job ."
早 说 不早 完 了 ？ ”,"If you would spoken up earlier , it could all have been done by now . '"
贾芸笑 道 ： “ 这样 明日 婶娘 就 派 我 罢 。 ”,"' You can set me to work tomorrow , Auntie . I will be ready . '"
凤姐 半晌道 ： “ 这个 我 看着 不大好 ， 等 明年 正月 里 的 烟火 灯烛 那个 大宗 儿 下来 ， 再 派 你 不好 ？ ”,Xi-feng thought for a while . ' I do not know that it is a very suitable job for you . Perhaps we would better wait until next New Year and put you in charge of lanterns and fireworks . That is a much bigger job . '
贾芸道 ： “ 好 婶娘 ， 先 把 这个 派 了 我 ， 果然 这件 办 的 好 ， 再 派 我 那件 罢 。 ”,"' Look , Auntie : you give me this planting job now , then ; if you are satisfied with the way I do it , you can give me the other job later on . '"
凤姐 笑 道 ： “ 你 倒 会 拉 长线 儿 ！ — — 罢了 ， 要不是 你 叔叔 说 ， 我 不管 你 的 事 。 我 不过 吃了饭 就 过来 ， 你 到 午 错 时候 来领 银子 ， 后日 就 进去 种 花儿 。 ”,"Xi-feng laughed : ' You certainly know how to fish with a long line ! - All right , then ! It is not really my affair , but I suppose as your Uncle has mentioned it to me - I am only going next door now and I shall be back again after lunch . Come round a little after midday to get the money and you shall start your planting the day after tomorrow :"
说 着 ， 命人 驾起 香车 ， 径 去 了 。,She told the servants to harness the carriage and drove off to make her call .
贾芸 喜不自禁 。 来 至 绮散 斋 打听 宝玉 ， 谁知 宝玉 一早 便 往 北静王 府 里 去 了 。 贾芸 便 呆呆 的 坐到 晌午 ， 打听 凤姐 回来 ， 去 写 个 领票 来领 对 牌 ， 至 院外 ， 命人 通报 了 ， 彩明 走 出来 ， 要 了 领票 进去 ， 批 了 银数 、 年 月 ， 一并 连对 牌 交给 贾芸 。,"Beside himself with joy , Jia Yun now continued on his way to Sunset Studio to look for Bao-yu . In point of fact Bao-yu had gone off first thing that morning to call on the Prince of Bei-jing ; but no one seemed to know about this , and Jia Yun sat waiting expectantly throughout the whole of the morning . Having waited until noon , he inquired whether Xi-feng was back yet , and being informed that she was , he wrote out a form of receipt , took it round to the Lians ' apartment , and sent in word that he had called for his tally . Sunshine came out in response to his message and asked him for the receipt , which he took indoors . Presently he reappeared and handed it back to Jia Yun with the date and amount filled in in the blanks he had left for this purpose , together with the precious tally which would enable him to draw the money ."
贾芸 接 来看 那 批 上 批着 二百两 银子 ， 心中 喜悦 ， 翻身 走 到 银库 上领 了 银子 ， 回家 告诉 他 母亲 ， 自 是 母子 俱 喜 。,"Glancing at the receipt as he took it from him , Jia Yun was delighted to observe that the figures entered were for a payment of two hundred taels of silver . He hurried off to the counting-house to collect it , then home once more to share the joyful news with his mother ."
次日 五更 ， 贾芸先 找 了 倪二 还 了 银子 ， 又 拿 了 五十两 银子 ， 出 西门 找到 花儿匠 方椿 家里 去 买 树 ， 不在话下 。,"Next day he was off long before daylight to look up Ni Er and pay him back the loan . That done , he took another fifty taels of the silver with him and called on a nurseryman outside the West Gate called Fang Chun , from whom he bought a large number of trees . At this point our narrative abandons Jia Yun 's affairs and returns to Bao-yu ."
且说 宝玉 自 这 日见 了 贾芸 ， 曾 说 过 明日 着 他 进来 说话 ， 这 原是 富贵 公子 的 口角 ， 那里 还 记 在 心上 ， 因而 便 忘怀 了 。,"When Bao-yu , in the course of his meeting with Jia Yun , had invited Jia Yun to drop in and spend the following day with him , the invitation was of the careless , half-serious kind that is unfortunately typical of young gentlemen of his class . As he had made no real effort to remember it at the time , it naturally slipped his memory the following day ."
这日 晚上 ， 却 从 北静王 府 里 回来 ， 见 过 贾母王 夫人 等 ， 回至 园内 ， 换 了 衣服 ， 正要 洗澡 ， — — 袭 人 被 宝钗 烦 了 去 打结 子 去 了 ； 秋纹 碧痕 两个 去 催水 ， ｛ 晴雯 因 他 表哥 生日 接 了 出去 ； ｝ 麝月 现在 家中 病 着 ； 还有 几个 做 粗活 听 使唤 的 丫头 ， 料 是 叫 不着 他 ， 都 出去 寻伙 觅伴 的 去 了 。,"Returning now , two evenings later , from the palace of the Prince of Bei-jing where he had been all day , he called first on his grandmother and his mother and then returned to his own rooms in the garden and changed back into his everyday clothes . He decided to take a bath ; and since Aroma was out , having been ' borrowed ' by Bao-chai to do some kind of knot-work for her , Ripple and Emerald had gone off to see about the water . Of the other senior maids , Skybright had been fetched home for her cousin 's birthday and Musk was away ill ; and the few heavy-work maids left in attendance had all assumed that their services would not be required and had gone off in search of their gossips ."
不想 这 一刻 的 工夫 ， 只 剩 了 宝玉 在 屋内 ， 偏偏 的 宝玉 要 喝茶 ， 一连 叫 了 两三声 ， 方见 两三个 老婆子 走进 来 。,For a quarter of an hour Bao-yu was left entirely on his own . It chanced that precisely at this moment he wanted someone to get him some tea . He had already called a couple of times without response and at his third call two or three old charwomen came hurrying in to see what was the matter .
宝玉 见 了 ， 连忙 摇手 说 ： “ 罢 ， 罢 ！ 不用 了 。 ”,"' No , no : I do not need you ! ' - he waved them away impatiently ."
老婆子 们 只得 退出 。,"The old women retired , baffled ."
宝玉 见 没 丫头 们 ， 只得 自己 下来 ， 拿 了 碗 ， 向 茶壶 去 倒 茶 。 只 听 背后 有人 说道 ： “ 二爷 ， 看 烫 了 手 ， 等 我 倒 罢 。 ”,"Since there were no maids , Bao-yu saw that he would have to serve himself . He found himself a cup and was about to take up the pot to pour himself some tea when a voice started speaking right behind him : ' Let me , Master Bao ! You might scald yourself . '"
一面 说 ， 一面 走上 来接 了 碗 去 。 宝玉 倒 唬 了 一 跳 ， 问 ： “ 你 在 那里 来 着 ？ 忽然 来 了 ， 唬 了 我一 跳 ！ ”,"Bao-yu jumped . The owner of the voice hurriedly relieved him of the cup . ' Where have you been all this time ? ' he said . ' You gave me quite a start , coming up suddenly like that ! '"
那丫头 一面 递 茶 ， 一面 笑 着 回道 ： “ 我 在 后 院里 。 才 从 里间 后门 进来 ， 难道 二爷 就 没 听见 脚步 响么 ？ ”,She handed him his tea with a smile : ' I was in the back courtyard . I came in through the courtyard door at the back . Did not you hear me coming ? '
宝玉 一面 吃 茶 ， 一面 仔细 打量 ， 那丫头 穿着 几件 半新不旧 的 衣裳 ， 倒 是 一头 黑鸦 鸦的 好 头发 ， 挽 着 鬟 儿 ， 容长 脸面 ， 细挑 身材 ， 却 十分 俏丽 甜净 。,"Bao-yu sipped his tea and observed her carefully . Her dress , though not shabby , was far from new . By contrast she had a magnificent head of raven-black hair which was done up in a simple bun . The face was rather long and thin ; the build slender ; the overall impression that of a tidy , clean , graceful person ."
宝玉 便 笑 问道 ： “ 你 也 是 我 屋里 的 人 么 ？ ”,' Do you belong here then ? ' he asked her .
那丫头 笑 应道 ： “ 是 。 ”,' Yes . ' She seemed amused .
宝玉 道 ： “ 既是 这 屋里 的 ， 我 怎么 不 认得 ？ ”,"' If you do , how is it that I have never seen you before ? '"
那丫头 听说 ， 便 冷笑 一声 道 ： “ 爷 不 认得 的 也 多 呢 ！ 岂止 我 一个 ！,"She replied with some bitterness : ' There are quite a few of us you have never seen . I am not the only one , by any means ."
从来 我 又 不递 茶水 拿 东西 ， 眼面前 儿 的 一件 也 做 不着 ， 那里 认得 呢 ？ ”,How could you have seen me ? I have never been allowed to wait on you or show myself in your presence . '
宝玉 道 ： “ 你 为什么 不 做 眼面前 儿 的 呢 ？ ”,' Why not ? '
那丫头 道 ： “ 这话 我 也 难说 。,' I do not think it is for me to say .
— — 只是 有 句 话 回 二爷 ： 昨日 有个 什么 芸儿 来 找 二爷 ， 我 想 二爷 不 得空儿 ， 便 叫 焙 茗 回 他 ； 今日 来 了 ， 不想 二爷 又 往 北府 里 去 了 。 … … ”,"- Oh , there is something I do have to tell you , though . Yesterday a gentleman calling himself "" Yun "" came to see you . I thought you probably would not be able to see him at the time , so I told Tealeaf to ask him round this morning . Unfortunately by the time he came , you would already gone off to see the Prince - '"
刚 说 到 这 句 话 ， 只见 秋纹 碧痕 嘻嘻哈哈 的 笑 着 进来 ： 两个 人 共 提着 一桶 水 ， 一手 撩 衣裳 ， 趔趔趄趄 泼泼 撒撒 的 。,Their conversation was interrupted by the giggles of Ripple and Emerald who had just entered the courtyard with a large bucket of water . Each of them held the bucket by one hand and lifted her skirts up with the other . They were staggering under the unaccustomed weight and slopping a good deal of the water about as they went .
那丫头 便 忙 迎 出去 接 。,The maid hurried out to relieve them .
秋纹 碧痕 ， 一个 抱怨 “ 你 湿 了 我 的 衣裳 ” ， 一个 又 说 “ 你 踹 了 我 的 鞋 ” 。,"By now the giggles had given way to recriminations : ' Look , you have soaked my dress ! ' ' You trod on my toe ! '"
忽 见 走出 一个 人 来 接水 ， 二人 看 时 ， 不是 别人 ， 原来 是 小 红 。,They stopped to look at this person who had just issued from the young Master 's room and saw with some surprise that it was Crimson .
二人 便 都 诧异 ， 将水 放下 ， 忙 进来 看 时 ， 并 没 别人 ， 只有 宝玉 ， 便 心中 俱 不自在 。,"Putting down the water , they hurried indoors to look . Bao-yu was there on his own . The girls were indignant ."
只得 且 预备 下 洗澡 之物 ， 待 宝玉 脱 了 衣裳 ， 二人 便 带上 门 出来 ， 走 到 那边 房 内 ， 找 着 小红 ， 问 他 ： “ 方才 在 屋里 做 什么 ？ ”,"As soon as they had prepared the bath and seen him undressed , they shut the door after them and hurried to the other side of the building to find Crimson . ' What were you doing in his room just now ? ' they asked her accusingly ."
小红道 ： “ 我 何曾 在 屋里 呢 ？,"' I was not doing anything , ' said Crimson ."
因为 我 的 绢子 找不着 ， 往后 头 找 去 ， 不想 二爷 要 茶 喝 ， 叫 姐姐 们 ， 一个 儿 也 没有 ， 我 赶着 进去 倒 了 碗 茶 ， 姐姐 们 就 来 了 。 ”,"' I could not find my handkerchief , so I went to look for it round the back . He was calling for some tea and none of you happened to be about , so I ran in and poured it out for him . And just at that moment you came back . '"
秋纹兜 脸 碎 了 一口 道 ： “ 没 脸面 的 下流 东西 ！,Ripple spat in her face : ' Nasty shameless little slut !
正经 叫 你 催 水 去 ， 你 说 有事 ， 倒 叫 我们 去 ， 你 可 抢 这个 巧宗儿 ！,"When we asked you to fetch the water for us you said you were busy and made us go ourselves . You did not waste much time , having got him to yourself , did you ?"
一里 一里 的 ， 这 不 上来 了 吗 ？ 难道 我们 倒 跟不上 你么 ？,"You think you are on the way up , do not you ? Step by step . Well , we can catch up with you , my fine lady !"
你 也 拿 镜子 照照 ， 配递 茶 递水 不配 ？ ”,Why do not you take a look at yourself in the mirror and then ask yourself if you are a fit person to go serving tea to the Masters ? '
碧痕 道 ： “ 明儿 我 说 给 他们 ， 凡 要 茶 要 水 拿 东西 的 事 ， 咱们 都 别动 ， 只 叫 他 去 就 完 了 。 ”,' We would better warn the others that when he asks for tea or anything in future they must stay where they are and let her go and get it ! '
秋纹 道 ： “ 这么 说 ， 还 不如 我们 散 了 ， 单 让 他 在 这 屋里 呢 ！ ”,"' In that case , ' said Ripple , ' the rest of us may as well clear off and let her have him all to herself !"
二人 你 一句 ， 我 一句 ， 正 闹 着 ， 只见 有个 老嬷嬷 进来 ， 传 凤姐 的话 说 ： “ 明日 有人 带 花儿匠 来 种树 ， 叫 你们 严紧 些 ， 衣裳 裙子 ， 别 混 晒 混 晾 的 。,"They were still at their antiphonal taunting when an old woman arrived with a message from Xi-feng : ' Someone is bringing some workmen in tomorrow to plant trees , so you have all got to be extra careful . No hanging clothes out to dry all over the place !"
那 土山 上 都 拦 着 围幕 ， 可别 混跑 。 ”,There will be screens put up along the line of the embankment and you are not to go running around outside . '
秋纹 便 问 ： “ 明日 不知 是 谁 带进 匠人 来 监工 ？ ”,' Who is the person in charge of the workmen ? ' asked Ripple .
那 老婆子 道 ： “ 什么 后廊 上 的 芸 哥儿 。 ”,"' A young chap called "" Yun "" from up the Lane , ' said the old woman ."
秋纹 碧痕 俱 不 知道 ， 只管 混问 别的 活 ， 那小红 心 内 明白 ， 知是 昨日 外 书房 所见 的 那人 了 。,"The name meant nothing to Ripple and Emerald , who went on to ask about other matters ; but Crimson knew it must be the young man she had met the day before in the outer study ."
原来 这 小红本 姓林 ， ［ 小名 红玉 ， 因 “ 玉 ” 字 犯 了 宝玉 、 黛玉 的 名 ， 便 改唤 他 做 “ 小红 ” 。 ］,Crimson 's surname was ' Lin ' .
原来 是 府 中 世仆 ， 他 父亲 现在 收管 各处 田房 事务 。,Her family had been retainers in the Jia family for generations . Nowadays her father worked as a farm-bailiff on the family 's estates .
这 小红 年 方 十四 ， 进府 当差 ， 把 他 派 在 怡红院 中 ， 倒 也 清幽 雅静 。,"She was sixteen . Along with many other servants , she had originally entered the Prospect Garden to carry out caretaking duties in the period when it was still unoccupied . The part of it she was assigned to was the House of Green Delights . She found it a very beautiful place to live in - very quiet and secluded ."
不想 后来 命 姊妹 及 宝玉 等 进 大观园 居住 ， 偏生 这 一所 儿 ， 又 被 宝玉 点 了 。,But this had changed when Bao-yu and the girls were commanded to move in and Bao-yu had chosen the House of Green Delights as his own residence .
这 小红 虽然 是 个 不谙 事体 的 丫头 ， 因 他 原有 几分 容貌 ， 心内 便 想 向上 攀高 ， 每每 要 在 宝玉 面前 现 弄现 弄 。,"Although Crimson was a very inexperienced maid , she had a measure of good looks and a determination to better herself . She was therefore constantly on the look-out for an opportunity of making herself known to Bao-yu and showing off her ability to serve him ."
只是 宝玉 身边 一干 人 都 是 伶牙利爪 的 ， 那里 插 的 下手 去 ？,Unfortunately the little group of body-servants who had accompanied him into the garden guarded their privileges with tooth and claw and were careful to allow no toehold to an ambitious outsider .
不想 今日 才 有些 消息 ， 又 遭 秋纹 等 一场 恶 话 ， 心内 早 灰 了 一半 。,"Today she had at last found an opening , only to have her hopes immediately dashed by Ripple 's malice . She felt very discouraged ."
正 没好气 ， 忽然 听见 老嬷嬷 说起 贾芸来 ， 不觉 心中 一动 ， 便 闷闷 的 回房 ， 睡 在 床上 ， 暗暗 思量 ； 翻来复去 ， 自觉 没情 没趣 的 。 忽 听 的 窗外 低低的 叫 道 ： “ 红儿 ， 你 的 绢子 我 拾 在 这里 呢 。 ”,"Still smarting with resentment , she heard the old woman say that Jia Yun was coming next day into the garden . The name provoked a momentary flutter in her breast ; but she returned to her room with the same feeling of resentment bottled up inside her and went to bed to ponder moodily on the events of the day . As the thoughts pursued themselves round and round in her mind without object or conclusion , she suddenly heard her name being called very softly outside her window : ' Crimson ! Crim ! I have found your handkerchief ! '"
小红 听 了 ， 忙 走出 来看 时 ： 不是 别人 ， 正是 贾芸 。,She quickly got up and went outside to look . To her surprise it was Jia Yun .
小红 不觉 粉面 含羞 ， 问道 ： “ 二爷 在 那里 拾 着 的 ？ ”,A maidenly confusion mantled her comely cheek . ' Where did you find it ? ' she asked timidly .
只见 那 贾芸笑 道 ： “ 你 过来 ， 我 告诉 你 。 ”,Jia Yun laughed : ' Come over here and I will show you ! '
一面 说 一面 就 上来 拉 他 的 衣裳 。,He took hold of her dress to pull her to him .
那小红 臊 的 转身 一 跑 ， 却 被 门槛 子 绊倒 。,"Overcome with shame , she turned and fled , but her foot caught on the threshold and she fell on her face ."
要知 端底 ， 下回分解 。,The conclusion of this adventure will be revealed in the following chapter .
第二十五回,Chapter 25
魇 魔法 叔嫂 逢五鬼,Two cousins are subjected by witchcraft to the assaults of demons
通灵玉 蒙蔽 遇 双真,And the Magic Jade meets an old acquaintance while rather the worse for wear
话 说 小 红 心神恍惚 ， 情思 缠绵 ， 忽 朦胧 睡 去 ， 遇见 贾芸 要 拉 他 ， 却 回身 一 跑 ， 被 门槛 绊 了 一跤 ， 唬 醒过来 ， 方知 是 梦 。,"We have seen how Crimson , after lying a long time a prey to confused and troubled thoughts , at last dozed off to sleep ; and how later , when Jia Yun grabbed at her , she turned and fled , only to stumble and fall on the threshold of her room . At that point she woke in bed and discovered that she had been dreaming ."
因此 翻来复去 ， 一夜 无眠 ， 至 次日 天明 ， 方才 起来 ， 有 几个 丫头 来 会 他 去 打扫 屋子 地面 ， 舀 洗脸水 。,"She did not get to sleep again after that , but lay tossing restlessly throughout the night . When daylight came at last , she got up , and shortly after was joined by the other maids who shared with her the early morning duties of sweeping the rooms and courtyards and fetching water for the others ' washing ."
这 小红 也 不 梳妆 ， 向 镜 中 胡乱 挽 了 一 挽 头发 ， 洗 了 洗手 脸 ， 便 来 打扫 房屋 。,"Crimson 's own toilet was a simple one : a brief look in the mirror while she coiled her hair , a quick wash , and she was ready to join the others in their sweeping ."
谁知 宝玉 昨儿 见 了 他 ， 也 就 留心 ， 想着 指 名唤 他 来 使用 ， 〈 一则 怕 袭 人 等 寒心 ， 二则 又 不知 他 是 何等 行为 ， 若 好 还 罢了 ， 若 不好 起来 ， 那时 倒 不好 退送 的 。,"Her encounter with Bao-yu had made a stronger impression on that impressionable young man than she realized . He had even thought of asking for her by name to wait upon him , but hesitated , partly from fear of offending Aroma and the rest , and partly because he did not know what she was really like and dreaded the unpleasantness of sending her away again if she proved unsatisfactory ."
因此 心下 闷闷 的 ， 〉 早晨 起来 ， 也 不 梳洗 ， 只 坐 着 出神 。,"The question still preoccupied him when he woke that morning . He rose quite early and sat musing silently on his own , making no effort to begin his toilet"
一时 下 了 纸窗 ， 隔 着 纱 屉子 ， 向外看 的 真切 ， 只见 几个 丫头 在 那里 打扫 院子 ， 都 擦 胭 抹粉 、 插花 带 柳 的 ， 独 不见 昨儿 那 一个 。,"In a little while the paper-covered shutters were removed and he was able to see clearly through the silken gauze of the casement into the courtyard outside . He could see several girls there sweeping , all of them heavily made-up and with flowers and ornaments in their hair , but no sign of the quiet , neat girl of the day before ."
宝玉 便 靸 拉 着 鞋 ， 走出 房门 ， 只 装做 看 花 ， 东瞧西望 。,"He went outside in his slippers to look around , pretending that he had gone out to inspect the flowers ."
一 抬头 ， 只见 西南角 上 游廊 下 栏杆 旁 有 一个 人 倚 在 那里 ， 却 为 一株 海棠花 所 遮 ， 看 不 真切 。,"He could see someone leaning on the balustrade in the south-west corner of the cloister-like covered walk , but she was half hidden by the crab-apple tree and he could not make out who it was ."
近前 一步 仔细 看 时 ， 正是 昨儿 那个 丫头 ， 在 那里 出神 。,"He approached and looked more closely . It was she , yesterday 's girl , standing there on her own , apparently lost in thought ."
此时 宝玉 要 迎上去 ， 又 不好意思 。 正 想着 ， 忽 见 碧痕 来 请 洗脸 ， 只得 进去 了 。,He was a little shy of addressing her at that particular moment and was still hesitating when Emerald came up and asked him to come in and wash . He had to go in again without having spoken to her .
却说 小红正 自 出神 ， 忽 见 袭 人 招手 叫 他 ， 只得 走上 前来 。,"While Crimson stood there musing , she suddenly became aware that Aroma was beckoning to her , and hurried up to see what she wanted ."
袭 人 笑 道 ： “ 咱们 的 喷壶 坏 了 ， 你 到 林姑娘 那边 借用 一 用 。 ”,"' Our spittoon is broken , ' Aroma said . ' Can you go to Miss Lin 's and ask them if they will lend us one until we can get a replacement ? '"
小红 便 走向 潇湘 馆 去 ， 到 了 翠烟桥 ， 抬头 一 望 ， 只见 山坡 高处 都 拦 着 帷幕 ， 方 想起 今日 有 匠 役 在 此种 树 。,"Crimson hurried off in the direction of the Naiad 's House . When she got to Green Haze Bridge , she stopped a moment to look around . She noticed that cloth screens had been set up all along the side of the artificial hill , and remembered that this was the day on which the workmen were coming into the garden to plant trees ."
原来 远远 的 一簇 人 在 那里 掘土 ， 贾芸正 坐在 山子石 上 监工 。,She could just make out a knot of workmen digging a hole in the distance and Jia Yun sitting on some rocks supervising them .
小红 待 要 过去 ， 又 不敢 过去 ， 只得 悄悄 向潇湘 馆 ， 取 了 喷壶 而 回 ； 无精打彩 ， 自向 房内 躺 着 。,"She would have liked to go over , but did not quite dare , and having collected the spittoon , returned , in very low spirits , and lay down in her own room to brood ."
众人 只说 他 是 身子 不快 ， 也 不 理论 。,The others all assumed that she must be feeling unwell and took no notice .
过 了 一日 ， 原来 次日 是 王子腾 夫人 的 寿诞 ， 那里 原 打发 人 来 请 贾母 、 王夫人 ， 王夫人 见 贾母 不 去 ， 也 不便 去 了 。,"Next day was the birthday of Wang Zi-teng 's lady . A message had already been received from that quarter inviting Grandmother Jia and Lady Wang to spend the day with her . Lady Wang would have liked to go but felt unable , even though the invitation was from her brother 's wife , because she could see that Grandmother Jia did not want to ."
倒 是 薛姨妈 同着 凤姐儿 并 贾家 三个 姊妹 、 宝钗 、 宝玉 ， 一齐 都 去 了 。,"Wang Zi-teng 's other sister , Aunt Xue , went instead , together with his niece Xi-feng , Bao-chai , Bao-yu and the three Jia girls ."
至 晚方 回 。,They did not return until the evening .
〈 可巧 王夫人 〉 见 贾环 下 了 学 ， 命 他 去 抄 《 金刚经 咒 》 唪 诵 。,"Not long before they returned , Jia Huan got back from school and Lady Wang gave him the task of copying out the text of that prolonger of life and highly efficacious prophylactic against sickness and misfortune , the Dharani of the Immaculate Diamond ."
那 贾环便 来到 王夫人 炕上 坐 着 ， 命人 点 了 蜡烛 ， 拿腔做势 的 抄写 。 一时 又 叫 彩云 倒 钟茶来 ， 一时 又 叫 玉钏剪 蜡花 ， 又 说 金钏 挡 了 灯 亮儿 。,"He seated himself on Lady Wang 's kang , called for a candle to be lit , and , with a great deal of self-important fuss , began his copying , one minute calling for Suncloud to pour him tea , the next requiring Silver to trim the wick of his candle , and shortly after that informing Golden that she was standing in his light ."
众 丫鬟 们 素日 厌恶 他 ， 都 不 答理 。 只有 彩霞 还 和 他 合得来 ， 倒 了 茶 给 他 ， 因 向 他 悄悄的 道 ： “ 你 安分 些 罢 ， 何苦 讨人厌 ！ ”,"The maids all hated Jia Huan and took no notice - all , that is , except Sunset , who had always had a soft spot for him . She poured him a cup of tea and , observing that Lady Wang was engaged in conversation with someone elsewhere in the apartment , quietly counselled some restraint : ' Try not to throw your weight about so ! ' she said . ' It is silly to put people 's backs up . '"
贾环 把 眼一 瞅 道 ： “ 我 也 知道 ， 你 别 哄 我 。,"Jia Huan scowled angrily : ' I know what I am doing , ' he said . ' Do not talk to me like a child !"
如今 你 和 宝玉 好 了 ， 不理 我 ， 我 也 看 出来 了 。 ”,"You are friends with Bao-yu nowadays , are not you ? You do not like me any more . I know . I have watched you both . '"
彩霞 咬着牙 ， 向 他 头上 戳 了 一 指头 ， 道 ： “ 没良心 的 ！ ‘ 狗咬吕洞宾 — — 不识好歹 。 ’ ”,Sunset clenched her teeth . She stabbed the air above his head with her finger : ' You ungrateful thing ! You are like the dog that bit Lü Dong-bin : you do not know a friend when you see one . '
两 人 正说 着 ， 〈 只见 凤姐 来 了 ， 〉 王夫人 便 一长一短 问 他 今日 是 那 几位 堂客 ， 戏文 好歹 ， 酒席 如何 。,"They were still exchanging words when Xi-feng came in , having just got back from the birthday party . Lady Wang wanted to know about the other ladies who had been invited , whether the plays had been any good , and what sort of things they had had to eat and drink ."
不多时 ， 宝玉 也 来 了 ， 见 了 王夫人 ， 也 规规矩矩 说 了 几句话 ， 便 命 人 除去 了 抹额 ， 脱 了 袍服 ， 拉 了 靴子 ， 就 一头 滚 在 王夫人 怀里 ， 王夫人 便 用手 摩掌 抚弄 他 ， 宝玉 也 扳着 王夫人 的 脖子 说长说短 的 。,"In a little while Bao-yu , too , arrived , and after a few respectful words to his mother , asked the servants to take off his headband and gown for him and help him off with his boots . Disencumbered , he flung himself into his mother 's bosom to be fondled and petted by her , then , worming his way up and nuzzling affectionately against her neck , he proceeded to add his own amusing commentary on the day 's events ."
王夫人 道 ： “ 我 的 儿 ， 又 吃 多 了 酒 ， 脸上 滚热 的 。 你 还 只是 揉搓 ， 一会 子 闹 上 酒 来 ！ 还 不在 那里 静静的 躺 一会 子 去 呢 。 ”,"' You have been drinking again , child , ' said Lady Wang . ' Your face is burning . All this romping about will make you sick . Lie down quietly for a while over there ! '"
说 着 ， 便 叫 人 拿 枕头 。 宝玉 因 就 在 王夫人 身后 倒下 ， 又 叫 彩霞 来 替 他 拍 着 。,"She made them bring him a head-rest , and he lay down behind her , towards the back of the kang . Sunset was instructed to massage him by gently patting his legs ."
宝玉 便 和 彩霞 说 笑 ， 只见 彩霞 淡淡的 不大 答理 ， 两眼 只 向着 贾环 。,"He tried to joke with Sunset as she knelt beside him , but she barely acknowledged his questions and answered frigidly , directing her eyes and all her attention upon Jia Huan ."
宝玉 便 拉 他 的 手 ， 说道 ： “ 好 姐姐 ， 你 也 理 我 理儿 ！ ”,"Bao-yu seized her hand : ' Come , my dear ! You must take notice of me if I speak to you ! '"
一面 说 ， 一面 拉 他 的 手 。 彩霞 夺手 不肯 ， 便 说 ： “ 再 闹 就 嚷 了 ！ ”,"He tugged at her hand as he spoke , but she snatched it from his grasp . ' If you do that again , she said , I shall call out ! '"
二人 正 闹 着 ， 原来 贾环 听见 了 ， — — 素日 原 恨宝玉 ， 今 见 他 和 彩霞 玩耍 ， 心上 越发 按 不下 这 口气 。,"Jia Huan heard every word of this exchange . He had always hated Bao-yu , and this flirting with Sunset - his Sunset - was the last straw . He must be revenged or burst ."
